Date,Product_ID,Product_Name,Category,Warehouse,Supplier,Current_Stock,Reorder_Point,Safety_Stock,Lead_Time_Days,Units_Sold,Unit_Price,Promotion,Holiday,Season,Supplier_Reliability
2025-10-21,P018,Leather Wallet,Fashion,WH003,SUP008,662.0,480.0,210,9.0,59,35,No,Yes,Autumn,0.73
2025-10-22,P018,Leather Wallet,Fashion,WH003,SUP008,636.0,480.0,210,9.0,26,35,No,No,Autumn,0.73
2025-10-23,P018,Leather Wallet,Fashion,WH003,SUP008,,480.0,210,9.0,26,35,,No,Autumn,0.73
2025-10-24,P018,Leather Wallet,Fashion,WH003,SUP008,581.0,480.0,210,9.0,29,35,No,No,Autumn,0.73
2025-10-25,P018,Leather Wallet,Fashion,WH003,SUP008,544.0,480.0,210,9.0,37,35,No,No,Autumn,0.73
2025-10-26,P018,Leather Wallet,Fashion,WH003,SUP008,504.0,480.0,210,9.0,40,35,No,No,Autumn,
2025-10-27,P018,Leather Wallet,Fashion,WH003,SUP008,478.0,480.0,210,9.0,26,35,No,No,Autumn,0.73
2025-10-28,P018,Leather Wallet,Fashion,WH003,SUP008,443.0,480.0,210,9.0,35,114,No,No,Autumn,0.73
2025-10-29,P018,Leather Wallet,Fashion,WH003,SUP008,,480.0,210,9.0,25,35,No,No,Autumn,0.73
2025-10-30,P018,Leather Wallet,Fashion,WH003,SUP008,384.0,480.0,210,9.0,34,35,,No,Autumn,0.73
2025-10-31,P018,Leather Wallet,Fashion,WH003,SUP008,352.0,480.0,210,9.0,32,35,No,No,Autumn,0.73
2025-11-01,P018,Leather Wallet,Fashion,WH003,SUP008,322.0,480.0,210,9.0,30,35,No,No,Autumn,0.73
2025-11-02,P018,Leather Wallet,Fashion,WH003,SUP008,281.0,480.0,210,9.0,41,35,No,No,Autumn,0.73
2025-11-03,P018,Leather Wallet,Fashion,WH003,SUP008,235.0,480.0,210,,46,35,Yes,No,Autumn,0.73
2025-11-04,P018,Leather Wallet,Fashion,WH003,SUP008,205.0,480.0,210,9.0,30,35,No,No,Autumn,0.73
2025-11-05,P018,Leather Wallet,Fashion,WH003,SUP008,180.0,480.0,210,9.0,25,35,No,No,Autumn,0.73
2025-11-06,P018,Leather Wallet,Fashion,WH003,SUP008,150.0,480.0,210,9.0,30,35,No,No,Autumn,0.73
2025-11-07,P018,Leather Wallet,Fashion,WH003,SUP008,748.0,480.0,210,9.0,34,35,No,No,Autumn,0.73
2025-11-08,P018,Leather Wallet,Fashion,WH003,SUP008,712.0,480.0,210,9.0,36,35,No,No,Autumn,0.73
2025-11-09,P018,Leather Wallet,Fashion,WH003,SUP008,,480.0,210,9.0,36,35,No,No,Autumn,0.73
2025-11-10,P018,Leather Wallet,Fashion,WH003,SUP008,641.0,480.0,210,9.0,35,35,Yes,No,Autumn,0.73
2025-11-11,P018,Leather Wallet,Fashion,WH003,SUP008,612.0,480.0,210,9.0,29,35,,No,Autumn,0.73
2025-11-12,P018,Leather Wallet,Fashion,WH003,SUP008,586.0,480.0,210,9.0,26,35,No,No,Autumn,0.73
2025-11-13,P018,Leather Wallet,Fashion,WH003,SUP008,560.0,480.0,210,9.0,26,35,,No,Autumn,0.73
2025-11-14,P018,Leather Wallet,Fashion,WH003,SUP008,530.0,480.0,210,9.0,30,35,No,No,Autumn,0.73
2025-11-15,P018,Leather Wallet,Fashion,WH003,SUP008,501.0,480.0,210,9.0,29,35,No,No,Autumn,0.73
2025-11-16,P018,Leather Wallet,Fashion,WH003,SUP008,1110.0,480.0,210,9.0,36,35,No,No,Autumn,0.73
2025-11-17,P018,Leather Wallet,Fashion,WH003,SUP008,436.0,480.0,210,9.0,29,35,No,No,Autumn,0.73
2025-11-18,P018,Leather Wallet,Fashion,WH003,SUP008,401.0,480.0,210,9.0,35,81,No,No,Autumn,0.73
2025-11-19,P018,Leather Wallet,Fashion,WH003,SUP008,372.0,480.0,210,9.0,29,35,,No,Autumn,0.73
2025-11-20,P018,Leather Wallet,Fashion,WH003,SUP008,324.0,480.0,210,9.0,48,35,Yes,No,Autumn,0.73
2025-11-21,P018,Leather Wallet,Fashion,WH003,SUP008,300.0,480.0,210,9.0,24,35,No,No,Autumn,0.73
2025-11-22,P018,Leather Wallet,Fashion,WH003,SUP008,261.0,480.0,210,9.0,39,35,,No,Autumn,0.73
2025-11-23,P018,Leather Wallet,Fashion,WH003,SUP008,214.0,480.0,210,,47,35,Yes,No,Autumn,0.73
2025-11-24,P018,Leather Wallet,Fashion,WH003,,161.0,480.0,210,9.0,53,35,Yes,No,Autumn,0.73
2025-11-25,P018,Leather Wallet,Fashion,WH003,SUP008,131.0,480.0,210,9.0,30,35,No,No,Autumn,0.73
2025-11-26,P018,Leather Wallet,Fashion,WH003,SUP008,743.0,480.0,210,9.0,33,35,No,No,Autumn,0.73
2025-11-27,P018,Leather Wallet,Fashion,WH003,SUP008,712.0,480.0,210,9.0,31,35,No,No,Autumn,0.73
2025-11-28,P018,Leather Wallet,Fashion,WH003,SUP008,677.0,480.0,210,9.0,35,35,,No,Autumn,0.73
2025-11-29,P018,Leather Wallet,Fashion,WH003,SUP008,639.0,480.0,210,,38,35,No,No,Autumn,0.73
2025-11-30,P018,Leather Wallet,Fashion,WH003,,603.0,480.0,210,9.0,36,35,No,No,Autumn,0.73
2025-12-01,P018,Leather Wallet,Fashion,WH003,SUP008,562.0,480.0,210,9.0,41,35,No,No,Winter,0.73
2025-12-02,P018,Leather Wallet,Fashion,WH003,SUP008,495.0,480.0,210,9.0,67,35,Yes,No,Winter,0.73
2025-12-03,P018,Leather Wallet,Fashion,WH003,SUP008,1472.0,480.0,210,9.0,45,35,No,No,Winter,0.73
2025-12-04,P018,Leather Wallet,Fashion,WH003,SUP008,412.0,480.0,210,9.0,38,35,No,No,Winter,0.73
2025-12-05,P018,Leather Wallet,Fashion,WH003,SUP008,371.0,480.0,210,9.0,41,35,No,No,Winter,0.73
2025-12-06,P018,Leather Wallet,Fashion,WH003,SUP008,327.0,480.0,210,9.0,44,35,No,No,Winter,0.73
2025-12-07,P018,Leather Wallet,Fashion,WH003,SUP008,283.0,480.0,210,,44,35,No,No,Winter,0.73
2025-12-08,P018,Leather Wallet,Fashion,WH003,,247.0,480.0,210,9.0,36,35,No,No,Winter,0.73
2025-12-09,P018,Leather Wallet,Fashion,WH003,SUP008,211.0,480.0,210,9.0,36,35,No,No,Winter,0.73
2025-12-10,P018,Leather Wallet,Fashion,WH003,SUP008,171.0,480.0,210,9.0,40,35,No,No,Winter,0.73
2025-12-11,P018,Leather Wallet,Fashion,WH003,SUP008,789.0,480.0,210,9.0,42,35,No,No,Winter,0.73
2025-12-12,P018,Leather Wallet,Fashion,WH003,SUP008,744.0,480.0,210,9.0,45,35,No,No,Winter,0.73
2025-12-13,P018,Leather Wallet,Fashion,WH003,SUP008,693.0,480.0,210,9.0,51,35,No,No,Winter,0.73
2025-12-14,P018,Leather Wallet,Fashion,WH003,SUP008,630.0,480.0,210,9.0,63,35,,No,Winter,0.73
2025-12-15,P018,Leather Wallet,Fashion,WH003,SUP008,590.0,480.0,210,9.0,40,35,No,No,Winter,0.73
2025-12-16,P018,Leather Wallet,Fashion,WH003,SUP008,543.0,480.0,210,9.0,47,35,No,No,Winter,0.73
2025-12-17,P018,Leather Wallet,Fashion,WH003,SUP008,493.0,480.0,210,9.0,50,35,No,No,Winter,0.73
2025-12-18,P018,Leather Wallet,Fashion,WH003,SUP008,430.0,480.0,210,9.0,63,35,Yes,No,Winter,0.73
2025-12-19,P018,Leather Wallet,Fashion,WH003,SUP008,394.0,480.0,210,9.0,36,35,No,No,Winter,0.73
2025-12-20,P018,Leather Wallet,Fashion,WH003,SUP008,342.0,480.0,210,9.0,52,35,No,No,Winter,0.73
2025-12-21,P018,Leather Wallet,Fashion,WH003,SUP008,287.0,480.0,210,9.0,55,35,No,No,Winter,0.73
2025-12-22,P018,Leather Wallet,Fashion,WH003,SUP008,215.0,480.0,210,9.0,72,35,Yes,No,Winter,0.73
2025-12-23,P018,Leather Wallet,Fashion,WH003,SUP008,168.0,480.0,210,9.0,47,35,No,No,Winter,0.73
2025-12-24,P018,Leather Wallet,Fashion,WH003,SUP008,116.0,480.0,210,9.0,52,35,No,No,Winter,0.73
2025-12-25,P018,Leather Wallet,Fashion,WH003,SUP008,67.0,480.0,210,9.0,49,35,No,Yes,Winter,0.73
2025-12-26,P018,Leather Wallet,Fashion,WH003,SUP008,29.0,480.0,210,9.0,38,35,No,No,Winter,0.73
2025-12-27,P018,Leather Wallet,Fashion,WH003,SUP008,0.0,480.0,210,,29,35,Yes,No,Winter,0.73
2025-12-28,P018,Leather Wallet,Fashion,WH003,SUP008,0.0,480.0,210,9.0,0,35,Yes,No,Winter,0.73
2025-12-29,P018,Leather Wallet,Fashion,WH003,SUP008,640.0,480.0,210,9.0,40,35,No,No,Winter,0.73
2025-12-30,P018,Leather Wallet,Fashion,WH003,,601.0,480.0,210,9.0,39,35,No,No,Winter,0.73
2025-12-31,P018,Leather Wallet,Fashion,WH003,SUP008,557.0,480.0,210,9.0,44,35,No,No,Winter,0.73
2025-01-01,P019,Winter Jacket,Fashion,WH003,SUP003,913.0,425.0,175,10.0,37,90,No,No,Winter,
2025-01-02,P019,Winter Jacket,Fashion,WH003,SUP003,872.0,425.0,175,10.0,41,90,No,No,Winter,0.78
2025-01-03,P019,Winter Jacket,Fashion,WH003,SUP003,,,175,10.0,30,90,No,No,Winter,0.78
2025-01-04,P019,Winter Jacket,Fashion,WH003,SUP003,785.0,425.0,175,10.0,57,90,Yes,No,Winter,0.78
2025-01-05,P019,Winter Jacket,Fashion,WH003,SUP003,738.0,425.0,175,10.0,47,90,No,No,Winter,0.78
2025-01-06,P019,Winter Jacket,Fashion,WH003,,706.0,425.0,175,10.0,32,90,No,No,Winter,0.78
2025-01-07,P019,Winter Jacket,Fashion,WH003,SUP003,666.0,425.0,175,10.0,40,90,No,No,Winter,0.78
2025-01-08,P019,Winter Jacket,Fashion,WH003,SUP003,630.0,425.0,175,10.0,36,90,,No,Winter,0.78
2025-01-09,P019,Winter Jacket,Fashion,WH003,SUP003,597.0,425.0,175,10.0,33,90,No,No,Winter,0.78
2025-01-10,P019,Winter Jacket,Fashion,WH003,SUP003,557.0,425.0,175,10.0,40,90,No,No,Winter,0.78
2025-01-11,P019,Winter Jacket,Fashion,WH003,SUP003,508.0,425.0,175,10.0,49,90,No,No,Winter,0.78
2025-01-12,P019,Winter Jacket,Fashion,WH003,SUP003,469.0,425.0,175,10.0,39,90,No,No,Winter,0.78
2025-01-13,P019,Winter Jacket,Fashion,WH003,SUP003,405.0,425.0,175,10.0,64,90,Yes,No,Winter,0.78
2025-01-14,P019,Winter Jacket,Fashion,WH003,SUP003,371.0,425.0,175,10.0,34,90,No,No,Winter,0.78
2025-01-15,P019,Winter Jacket,Fashion,WH003,SUP003,336.0,425.0,175,10.0,35,90,No,No,Winter,0.78
2025-01-16,P019,Winter Jacket,Fashion,WH003,SUP003,,425.0,175,10.0,41,90,No,No,Winter,0.78
2025-01-17,P019,Winter Jacket,Fashion,WH003,SUP003,237.0,425.0,175,10.0,58,90,Yes,No,Winter,0.78
2025-01-18,P019,Winter Jacket,Fashion,WH003,SUP003,197.0,425.0,175,10.0,40,90,No,No,Winter,0.78
2025-01-19,P019,Winter Jacket,Fashion,WH003,SUP003,155.0,425.0,175,10.0,42,90,No,No,Winter,0.78
2025-01-20,P019,Winter Jacket,Fashion,WH003,SUP003,121.0,425.0,175,10.0,34,90,No,No,Winter,0.78
2025-01-21,P019,Winter Jacket,Fashion,WH003,SUP003,68.0,425.0,175,10.0,53,90,Yes,No,Winter,0.78
2025-01-22,P019,Winter Jacket,Fashion,WH003,SUP003,33.0,425.0,175,10.0,35,90,No,No,Winter,0.78
2025-01-23,P019,Winter Jacket,Fashion,WH003,SUP003,0.0,425.0,175,10.0,33,90,No,No,Winter,0.78
2025-01-24,P019,Winter Jacket,Fashion,WH003,SUP003,0.0,425.0,175,10.0,0,90,No,No,Winter,0.78
2025-01-25,P019,Winter Jacket,Fashion,WH003,SUP003,500.0,425.0,175,10.0,45,90,No,No,Winter,0.78
2025-01-26,P019,Winter Jacket,Fashion,WH003,,423.0,425.0,175,10.0,77,90,No,Yes,Winter,0.78
2025-01-27,P019,Winter Jacket,Fashion,WH003,SUP003,381.0,425.0,175,10.0,42,90,No,No,Winter,0.78
2025-01-28,P019,Winter Jacket,Fashion,WH003,SUP003,322.0,,175,10.0,59,90,Yes,No,Winter,0.78
2025-01-29,P019,Winter Jacket,Fashion,WH003,SUP003,282.0,425.0,175,10.0,40,90,No,No,Winter,0.78
2025-01-30,P019,Winter Jacket,Fashion,WH003,SUP003,247.0,425.0,175,10.0,35,90,No,No,Winter,0.78
2025-01-31,P019,Winter Jacket,Fashion,WH003,SUP003,208.0,425.0,175,10.0,39,90,No,No,Winter,0.78
2025-02-01,P019,Winter Jacket,Fashion,WH003,SUP003,167.0,,175,10.0,41,90,No,No,Winter,
2025-02-02,P019,Winter Jacket,Fashion,WH003,SUP003,128.0,425.0,175,10.0,39,90,No,No,Winter,0.78
2025-02-03,P019,Winter Jacket,Fashion,WH003,SUP003,86.0,425.0,175,10.0,42,90,No,No,Winter,0.78
2025-02-04,P019,Winter Jacket,Fashion,WH003,SUP003,49.0,,175,10.0,37,90,No,No,Winter,0.78
2025-02-05,P019,Winter Jacket,Fashion,WH003,SUP003,1244.0,425.0,175,10.0,64,90,Yes,No,Winter,0.78
2025-02-06,P019,Winter Jacket,Fashion,WH003,,470.0,425.0,175,,42,90,No,No,Winter,0.78
2025-02-07,P019,Winter Jacket,Fashion,WH003,SUP003,439.0,425.0,175,10.0,31,90,No,No,Winter,
2025-02-08,P019,Winter Jacket,Fashion,WH003,SUP003,395.0,,175,10.0,44,90,No,No,Winter,0.78
2025-02-09,P019,Winter Jacket,Fashion,WH003,SUP003,350.0,425.0,175,10.0,45,90,No,No,Winter,0.78
2025-02-10,P019,Winter Jacket,Fashion,WH003,SUP003,846.0,425.0,175,10.0,32,90,No,No,Winter,0.78
2025-02-11,P019,Winter Jacket,Fashion,WH003,SUP003,279.0,425.0,175,10.0,39,90,No,No,Winter,0.78
2025-02-12,P019,Winter Jacket,Fashion,WH003,SUP003,,425.0,175,10.0,33,90,No,No,Winter,0.78
2025-02-13,P019,Winter Jacket,Fashion,WH003,SUP003,212.0,425.0,175,10.0,34,90,No,No,Winter,0.78
2025-02-14,P019,Winter Jacket,Fashion,WH003,SUP003,169.0,425.0,175,10.0,43,90,No,No,Winter,0.78
2025-02-15,P019,Winter Jacket,Fashion,WH003,SUP003,120.0,425.0,175,10.0,49,90,No,No,Winter,0.78
2025-02-16,P019,Winter Jacket,Fashion,WH003,SUP003,68.0,425.0,175,10.0,52,90,No,No,Winter,0.78
2025-02-17,P019,Winter Jacket,Fashion,WH003,SUP003,586.0,425.0,175,10.0,37,90,No,No,Winter,0.78
2025-02-18,P019,Winter Jacket,Fashion,WH003,SUP003,552.0,425.0,175,10.0,34,90,No,No,Winter,0.78
2025-02-19,P019,Winter Jacket,Fashion,WH003,SUP003,516.0,425.0,175,10.0,36,90,No,No,Winter,0.78
2025-02-20,P019,Winter Jacket,Fashion,WH003,SUP003,480.0,425.0,175,10.0,36,90,No,No,Winter,0.78
2025-02-21,P019,Winter Jacket,Fashion,WH003,SUP003,438.0,,175,10.0,42,90,No,No,Winter,0.78
2025-02-22,P019,Winter Jacket,Fashion,WH003,SUP003,402.0,,175,10.0,36,90,No,No,Winter,0.78
2025-02-23,P019,Winter Jacket,Fashion,WH003,SUP003,335.0,425.0,175,10.0,67,90,Yes,No,Winter,0.78
2025-02-24,P019,Winter Jacket,Fashion,WH003,SUP003,283.0,425.0,175,10.0,52,90,Yes,No,Winter,0.78
2025-02-25,P019,Winter Jacket,Fashion,WH003,SUP003,245.0,425.0,175,10.0,38,90,No,No,Winter,0.78
2025-02-26,P019,Winter Jacket,Fashion,WH003,SUP003,212.0,425.0,175,10.0,33,90,No,No,Winter,0.78
2025-02-27,P019,Winter Jacket,Fashion,WH003,SUP003,175.0,425.0,175,10.0,37,90,No,No,Winter,0.78
2025-02-28,P019,Winter Jacket,Fashion,WH003,SUP003,142.0,425.0,175,10.0,33,90,No,No,Winter,0.78
2025-03-01,P019,Winter Jacket,Fashion,WH003,SUP003,89.0,425.0,175,10.0,53,90,Yes,No,Summer,0.78
2025-03-02,P019,Winter Jacket,Fashion,WH003,,48.0,425.0,175,10.0,41,90,,No,Summer,0.78
2025-03-03,P019,Winter Jacket,Fashion,WH003,SUP003,574.0,425.0,175,10.0,22,90,No,No,Summer,0.78
2025-03-04,P019,Winter Jacket,Fashion,WH003,SUP003,540.0,425.0,175,10.0,34,90,Yes,No,Summer,0.78
2025-03-05,P019,Winter Jacket,Fashion,WH003,SUP003,512.0,425.0,175,10.0,28,90,Yes,No,Summer,0.78
2025-03-06,P019,Winter Jacket,Fashion,WH003,SUP003,487.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-03-07,P019,Winter Jacket,Fashion,WH003,SUP003,465.0,425.0,175,10.0,22,90,No,No,Summer,0.78
2025-03-08,P019,Winter Jacket,Fashion,WH003,SUP003,439.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-03-09,P019,Winter Jacket,Fashion,WH003,SUP003,410.0,425.0,175,10.0,29,90,No,No,Summer,0.78
2025-03-10,P019,Winter Jacket,Fashion,WH003,SUP003,383.0,425.0,175,10.0,27,90,No,No,Summer,0.78
2025-03-11,P019,Winter Jacket,Fashion,WH003,SUP003,362.0,425.0,175,10.0,21,90,No,No,Summer,0.78
2025-03-12,P019,Winter Jacket,Fashion,WH003,SUP003,333.0,425.0,175,10.0,29,90,No,No,Summer,0.78
2025-03-13,P019,Winter Jacket,Fashion,WH003,SUP003,299.0,425.0,175,10.0,34,90,Yes,No,Summer,0.78
2025-03-14,P019,Winter Jacket,Fashion,WH003,SUP003,268.0,425.0,175,10.0,31,90,No,Yes,Summer,0.78
2025-03-15,P019,Winter Jacket,Fashion,WH003,SUP003,233.0,425.0,175,10.0,35,90,No,No,Summer,0.78
2025-03-16,P019,Winter Jacket,Fashion,WH003,,,425.0,175,10.0,34,90,No,No,Summer,0.78
2025-03-17,P019,Winter Jacket,Fashion,WH003,SUP003,174.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-03-18,P019,Winter Jacket,Fashion,WH003,SUP003,147.0,425.0,175,10.0,27,90,No,No,Summer,
2025-03-19,P019,Winter Jacket,Fashion,WH003,SUP003,661.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-03-20,P019,Winter Jacket,Fashion,WH003,SUP003,638.0,425.0,175,10.0,23,90,No,No,Summer,0.78
2025-03-21,P019,Winter Jacket,Fashion,WH003,SUP003,615.0,425.0,175,10.0,23,90,No,No,Summer,0.78
2025-03-22,P019,Winter Jacket,Fashion,WH003,SUP003,566.0,425.0,175,10.0,49,90,Yes,No,Summer,0.78
2025-03-23,P019,Winter Jacket,Fashion,WH003,SUP003,528.0,425.0,175,10.0,38,90,Yes,No,Summer,0.78
2025-03-24,P019,Winter Jacket,Fashion,WH003,SUP003,503.0,425.0,175,10.0,25,90,Yes,No,Summer,0.78
2025-03-25,P019,Winter Jacket,Fashion,WH003,SUP003,474.0,425.0,175,10.0,29,90,No,No,Summer,0.78
2025-03-26,P019,Winter Jacket,Fashion,WH003,SUP003,452.0,425.0,175,10.0,22,90,No,No,Summer,0.78
2025-03-27,P019,Winter Jacket,Fashion,WH003,SUP003,,425.0,175,10.0,44,90,Yes,No,Summer,0.78
2025-03-28,P019,Winter Jacket,Fashion,WH003,SUP003,385.0,425.0,175,10.0,23,90,No,No,Summer,0.78
2025-03-29,P019,Winter Jacket,Fashion,WH003,SUP003,361.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-03-30,P019,Winter Jacket,Fashion,WH003,SUP003,335.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-03-31,P019,Winter Jacket,Fashion,WH003,SUP003,,425.0,175,10.0,27,90,No,No,Summer,
2025-04-01,P019,Winter Jacket,Fashion,WH003,SUP003,276.0,425.0,175,10.0,32,90,Yes,No,Summer,0.78
2025-04-02,P019,Winter Jacket,Fashion,WH003,SUP003,251.0,425.0,175,10.0,25,90,No,No,Summer,
2025-04-03,P019,Winter Jacket,Fashion,WH003,SUP003,230.0,425.0,175,10.0,21,90,No,No,Summer,0.78
2025-04-04,P019,Winter Jacket,Fashion,WH003,SUP003,206.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-04-05,P019,Winter Jacket,Fashion,WH003,SUP003,708.0,425.0,175,10.0,40,90,Yes,No,Summer,
2025-04-06,P019,Winter Jacket,Fashion,WH003,SUP003,678.0,425.0,175,10.0,30,90,No,No,Summer,0.78
2025-04-07,P019,Winter Jacket,Fashion,WH003,SUP003,643.0,425.0,175,10.0,35,90,Yes,No,Summer,0.78
2025-04-08,P019,Winter Jacket,Fashion,WH003,SUP003,603.0,425.0,175,10.0,40,90,Yes,No,Summer,0.78
2025-04-09,P019,Winter Jacket,Fashion,WH003,SUP003,579.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-04-10,P019,Winter Jacket,Fashion,WH003,SUP003,557.0,425.0,175,10.0,22,90,No,No,Summer,0.78
2025-04-11,P019,Winter Jacket,Fashion,WH003,SUP003,531.0,425.0,175,10.0,26,90,,No,Summer,0.78
2025-04-12,P019,Winter Jacket,Fashion,WH003,SUP003,489.0,425.0,175,10.0,42,90,Yes,No,Summer,0.78
2025-04-13,P019,Winter Jacket,Fashion,WH003,SUP003,463.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-04-14,P019,Winter Jacket,Fashion,WH003,SUP003,424.0,425.0,175,,39,90,Yes,No,Summer,
2025-04-15,P019,Winter Jacket,Fashion,WH003,,383.0,425.0,175,10.0,41,90,Yes,No,Summer,0.78
2025-04-16,P019,Winter Jacket,Fashion,WH003,SUP003,358.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-04-17,P019,Winter Jacket,Fashion,WH003,SUP003,325.0,425.0,175,10.0,33,90,Yes,No,Summer,0.78
2025-04-18,P019,Winter Jacket,Fashion,WH003,SUP003,300.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-04-19,P019,Winter Jacket,Fashion,WH003,SUP003,,425.0,175,10.0,32,90,No,No,Summer,0.78
2025-04-20,P019,Winter Jacket,Fashion,WH003,SUP003,241.0,425.0,175,10.0,27,90,No,No,Summer,0.78
2025-04-21,P019,Winter Jacket,Fashion,WH003,SUP003,217.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-04-22,P019,Winter Jacket,Fashion,WH003,,192.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-04-23,P019,Winter Jacket,Fashion,WH003,SUP003,168.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-04-24,P019,Winter Jacket,Fashion,WH003,,140.0,425.0,175,10.0,28,90,No,No,Summer,0.78
2025-04-25,P019,Winter Jacket,Fashion,WH003,SUP003,114.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-04-26,P019,Winter Jacket,Fashion,WH003,SUP003,609.0,425.0,175,10.0,31,90,No,No,Summer,0.78
2025-04-27,P019,Winter Jacket,Fashion,WH003,SUP003,577.0,425.0,175,10.0,32,90,No,No,Summer,0.78
2025-04-28,P019,Winter Jacket,Fashion,WH003,,550.0,425.0,175,10.0,27,90,No,No,Summer,0.78
2025-04-29,P019,Winter Jacket,Fashion,WH003,SUP003,530.0,425.0,175,10.0,20,90,No,No,Summer,0.78
2025-04-30,P019,Winter Jacket,Fashion,WH003,SUP003,509.0,,175,10.0,21,90,No,No,Summer,0.78
2025-05-01,P019,Winter Jacket,Fashion,WH003,SUP003,484.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-05-02,P019,Winter Jacket,Fashion,WH003,SUP003,448.0,425.0,175,,36,90,Yes,No,Summer,0.78
2025-05-03,P019,Winter Jacket,Fashion,WH003,SUP003,421.0,425.0,175,10.0,27,90,No,No,Summer,0.78
2025-05-04,P019,Winter Jacket,Fashion,WH003,SUP003,,425.0,175,10.0,30,90,No,No,Summer,0.78
2025-05-05,P019,Winter Jacket,Fashion,WH003,,363.0,425.0,175,10.0,28,90,,No,Summer,0.78
2025-05-06,P019,Winter Jacket,Fashion,WH003,SUP003,319.0,425.0,175,10.0,44,90,Yes,No,Summer,0.78
2025-05-07,P019,Winter Jacket,Fashion,WH003,SUP003,291.0,425.0,175,10.0,28,90,No,No,Summer,0.78
2025-05-08,P019,Winter Jacket,Fashion,WH003,SUP003,264.0,425.0,175,10.0,27,90,,No,Summer,0.78
2025-05-09,P019,Winter Jacket,Fashion,WH003,SUP003,240.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-05-10,P019,Winter Jacket,Fashion,WH003,SUP003,189.0,425.0,175,10.0,51,90,Yes,No,Summer,0.78
2025-05-11,P019,Winter Jacket,Fashion,WH003,SUP003,165.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-05-12,P019,Winter Jacket,Fashion,WH003,SUP003,144.0,425.0,175,10.0,21,90,No,No,Summer,0.78
2025-05-13,P019,Winter Jacket,Fashion,WH003,SUP003,120.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-05-14,P019,Winter Jacket,Fashion,WH003,SUP003,621.0,425.0,175,10.0,28,90,No,No,Summer,0.78
2025-05-15,P019,Winter Jacket,Fashion,WH003,SUP003,600.0,425.0,175,10.0,21,90,No,No,Summer,0.78
2025-05-16,P019,Winter Jacket,Fashion,WH003,SUP003,575.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-05-17,P019,Winter Jacket,Fashion,WH003,SUP003,549.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-05-18,P019,Winter Jacket,Fashion,WH003,SUP003,522.0,425.0,175,10.0,27,90,No,No,Summer,0.78
2025-05-19,P019,Winter Jacket,Fashion,WH003,SUP003,493.0,425.0,175,10.0,29,90,No,No,Summer,0.78
2025-05-20,P019,Winter Jacket,Fashion,WH003,SUP003,465.0,425.0,175,10.0,28,90,No,No,Summer,0.78
2025-05-21,P019,Winter Jacket,Fashion,WH003,SUP003,439.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-05-22,P019,Winter Jacket,Fashion,WH003,SUP003,419.0,425.0,175,10.0,20,90,No,No,Summer,0.78
2025-05-23,P019,Winter Jacket,Fashion,WH003,SUP003,391.0,425.0,175,10.0,28,90,No,No,Summer,
2025-05-24,P019,Winter Jacket,Fashion,WH003,SUP003,356.0,425.0,175,10.0,35,90,No,No,Summer,0.78
2025-05-25,P019,Winter Jacket,Fashion,WH003,SUP003,319.0,425.0,175,10.0,37,90,Yes,No,Summer,0.78
2025-05-26,P019,Winter Jacket,Fashion,WH003,SUP003,293.0,425.0,175,10.0,26,90,No,No,Summer,0.78
2025-05-27,P019,Winter Jacket,Fashion,WH003,SUP003,268.0,425.0,175,10.0,25,90,No,No,Summer,0.78
2025-05-28,P019,Winter Jacket,Fashion,WH003,,247.0,425.0,175,10.0,21,90,No,No,Summer,0.78
2025-05-29,P019,Winter Jacket,Fashion,WH003,SUP003,224.0,425.0,175,10.0,23,90,No,No,Summer,0.78
2025-05-30,P019,Winter Jacket,Fashion,WH003,SUP003,200.0,425.0,175,10.0,24,90,No,No,Summer,0.78
2025-05-31,P019,Winter Jacket,Fashion,WH003,SUP003,167.0,425.0,175,,33,90,No,No,Summer,0.78
2025-06-01,P019,Winter Jacket,Fashion,WH003,SUP003,139.0,425.0,175,10.0,28,90,No,No,Monsoon,0.78
2025-06-02,P019,Winter Jacket,Fashion,WH003,SUP003,650.0,425.0,175,10.0,20,90,No,No,Monsoon,0.78
